id,icao,lat,long,elev
3787,KACY,39.45,-74.57,18
3788,KAAO,37.75,-97.22,429
3789,K1V4,44.42,-72.02,213
3790,K12N,41.02,-74.73,178
3791,TJNR,18.25,-65.63,7
3792,TISX,17.7,-64.8,16
3793,TIST,18.33,-64.98,5
3794,PHTO,19.72,-155.05,9
3795,PHNL,21.33,-157.93,2
3796,PHKO,19.73,-156.05,11
3797,PHJR,21.32,-158.07,9
3798,PAYA,59.52,-139.67,9
3799,PAWI,70.63,-160.02,12
3800,PAWD,60.12,-149.42,3
3801,PAVL,67.73,-164.55,6
3802,PATO,60.78,-148.85,47
3803,PATK,62.32,-150.1,107
3804,PASO,59.45,-151.7,20
3805,PASN,57.15,-170.22,8
3806,PASI,57.03,-135.35,2
3807,PASC,70.2,-148.47,17
3808,PAQT,70.22,-151,11
3809,PAPB,56.58,-169.67,33
3810,PAOT,66.88,-162.6,3
3811,PAOM,64.5,-165.43,6
3812,PANC,61.17,-150.02,39
3813,PAMR,61.22,-149.85,43
3814,PAMC,62.97,-155.62,101
3815,PALH,61.18,-149.97,26
3816,PAKW,55.58,-133.07,7
3817,PAKV,64.33,-158.72,53
3818,PAKT,55.35,-131.72,27
3819,PAIL,59.75,-154.92,44
3820,PAHO,59.63,-151.48,6
3821,PAGY,59.47,-135.32,7
3822,PAGK,62.15,-145.45,481
3823,PAFA,64.8,-147.87,130
3824,PAEN,60.57,-151.25,30
3825,PAEG,64.78,-141.15,273
3826,PADQ,57.75,-152.5,5
3827,PACV,60.5,-145.47,15
3828,PACD,55.22,-162.72,23
3829,PABT,66.92,-151.52,195
3830,PABR,71.28,-156.78,6
3831,PABI,64,-145.72,388
3832,PABE,60.78,-161.83,28
3833,PAAQ,61.6,-149.08,68
3834,MMVA,18,-92.82,13
3835,KZZV,39.95,-81.9,268
3836,KYKM,46.57,-120.53,319
3837,KYIP,42.23,-83.53,215
3838,KWVI,36.93,-121.78,47
3839,KWST,41.35,-71.8,20
3840,KWRL,43.97,-107.95,1281
3841,KVRB,27.65,-80.42,7
3842,KVLD,30.78,-83.27,59
3843,KVIH,38.13,-91.77,342
3844,KVGT,36.22,-115.2,664
3845,KVEL,40.45,-109.52,1604
3846,KVCB,38.38,-121.95,30
3847,KUUU,41.53,-71.28,45
3848,KUTS,30.75,-95.58,103
3849,KUNV,40.85,-77.83,365
3850,KUNO,36.88,-91.9,376
3851,KUAO,45.25,-122.77,60
3852,KTYS,35.82,-83.98,300
3853,KTYR,32.37,-95.4,161
3854,KTXK,33.45,-93.98,118
3855,KTVR,32.35,-91.03,25
3856,KTVL,38.9,-120,1907
3857,KTVC,44.73,-85.58,188
3858,KTUS,32.13,-110.95,776
3859,KTUP,34.27,-88.77,107
3860,KTUL,36.2,-95.88,196
3861,KTTN,40.28,-74.82,58
3862,KTTD,45.55,-122.42,8
3863,KTRL,32.72,-96.27,144
3864,KTRI,36.48,-82.4,456
3865,KTPA,27.97,-82.53,2
3866,KTOR,42.07,-104.15,1285
3867,KTOP,39.07,-95.63,268
3868,KTOI,31.85,-86.02,120
3869,KTMB,25.65,-80.43,2
3870,KTLH,30.4,-84.35,17
3871,KTKI,33.18,-96.58,173
3872,KTIW,47.27,-122.58,89
3873,KTHV,39.92,-76.88,141
3874,KTDZ,41.57,-83.48,189
3875,KTCS,33.23,-107.27,1471
3876,KTCL,33.22,-87.62,48
3877,KTCC,35.18,-103.6,1233
3878,KSWO,36.17,-97.08,293
3879,KSTS,38.5,-122.82,35
3880,KSTP,44.93,-93.05,213
3881,KSTJ,39.77,-94.92,247
3882,KSTC,45.55,-94.05,302
3883,KSSI,31.15,-81.38,6
3884,KSRQ,27.4,-82.57,5
3885,KSPW,43.17,-95.22,407
3886,KSPG,27.77,-82.63,1
3887,KSPB,45.77,-122.87,15
3888,KSNY,41.1,-102.98,1307
3889,KSNS,36.67,-121.6,20
3890,KSMQ,40.62,-74.67,30
3891,KSMF,38.7,-121.6,7
3892,KSLN,38.8,-97.65,377
3893,KSJC,37.37,-121.92,13
3894,KSIY,41.77,-122.47,807
3895,KSHR,44.77,-106.97,1212
3896,KSGR,29.62,-95.65,22
3897,KSFF,47.68,-117.32,593
3898,KSFB,28.77,-81.23,16
3899,KSEG,40.82,-76.87,136
3900,KSEA,47.45,-122.32,115
3901,KSDM,32.58,-117,161
3902,KSDL,33.62,-111.92,438
3903,KSBM,43.78,-87.85,225
3904,KSBA,34.43,-119.85,2
3905,KSAV,32.12,-81.2,10
3906,KSAF,35.62,-106.1,1918
3907,KSAC,38.5,-121.5,5
3908,KRXE,43.83,-111.8,1483
3909,KRWL,41.8,-107.2,2066
3910,KRWI,35.85,-77.9,46
3911,KRWF,44.55,-95.08,312
3912,KRVS,36.05,-95.98,191
3913,KRUE,35.25,-93.1,119
3914,KRTN,36.73,-104.5,1939
3915,KRSW,26.53,-81.75,8
3916,KRSL,38.87,-98.82,569
3917,KRQE,35.65,-109.07,2056
3918,KRNT,47.5,-122.22,7
3919,KRMG,34.35,-85.17,196
3920,KRME,43.22,-75.4,146
3921,KRKP,28.08,-97.05,8
3922,KRIW,43.07,-108.43,1662
3923,KRIL,39.53,-107.73,1683
3924,KRHI,45.63,-89.48,493
3925,KRDD,40.52,-122.3,152
3926,KRBG,43.23,-123.35,152
3927,KRBD,32.68,-96.87,200
3928,KRAL,33.95,-117.45,254
3929,KRAC,42.77,-87.82,203
3930,KPWA,35.53,-97.65,390
3931,KPUC,39.62,-110.75,1777
3932,KPUB,38.28,-104.5,1441
3933,KPSX,28.72,-96.25,4
3934,KPSP,33.82,-116.5,123
3935,KPSC,46.27,-119.12,121
3936,KPRC,34.65,-112.42,1528
3937,KPRB,35.67,-120.63,249
3938,KPQL,30.47,-88.53,4
3939,KPOU,41.63,-73.88,45
3940,KPOF,36.77,-90.32,99
3941,KPNS,30.48,-87.18,34
3942,KPNC,36.73,-97.1,304
3943,KPMD,34.63,-118.08,764
3944,KPKD,46.9,-95.07,439
3945,KPKB,39.35,-81.43,245
3946,KPIR,44.38,-100.28,524
3947,KPIL,26.17,-97.33,5
3948,KPIH,42.92,-112.57,1357
3949,KPIE,27.92,-82.68,1
3950,KPHD,40.47,-81.42,272
3951,KPGD,26.92,-82,7
3952,KPGA,36.92,-111.45,1310
3953,KPEO,42.65,-77.05,268
3954,KPDX,45.6,-122.62,7
3955,KPDT,45.7,-118.83,453
3956,KPDK,33.88,-84.3,299
3957,KPBI,26.68,-80.1,4
3958,KPBG,44.65,-73.47,61
3959,KPBF,34.18,-91.93,63
3960,KPAH,37.07,-88.77,125
3961,KOXB,38.32,-75.12,2
3962,KOWD,42.18,-71.17,14
3963,KOVS,43.15,-90.68,205
3964,KOVE,39.5,-121.62,56
3965,KOTM,41.1,-92.45,254
3966,KOSU,40.08,-83.08,276
3967,KOSH,43.98,-88.55,239
3968,KORL,28.55,-81.33,32
3969,KOQT,36.02,-84.23,276
3970,KOPF,25.92,-80.28,1
3971,KONT,34.05,-117.58,279
3972,KONO,44.02,-117.02,668
3973,KOMK,48.47,-119.52,395
3974,KOLF,48.1,-105.58,605
3975,KOJC,38.85,-94.73,328
3976,KOGB,33.47,-80.85,59
3977,KODX,41.62,-98.95,628
3978,KODO,31.92,-102.4,912
3979,KOAK,37.72,-122.23,3
3980,KNUI,38.15,-76.43,4
3981,KNRS,32.57,-117.12,15
3982,KNQX,24.57,-81.67,2
3983,KNIP,30.23,-81.67,3
3984,KNEW,30.05,-90.03,1
3985,KMYV,39.1,-121.57,18
3986,KMYF,32.82,-117.13,128
3987,KMWL,32.78,-98.07,288
3988,KMVY,41.4,-70.62,18
3989,KMTO,39.47,-88.27,216
3990,KMTJ,38.5,-107.9,1755
3991,KMTH,24.73,-81.05,1
3992,KMSY,30,-90.25,0
3993,KMSS,44.93,-74.85,60
3994,KMSP,44.88,-93.23,255
3995,KMSN,43.13,-89.35,262
3996,KMSL,34.75,-87.6,170
3997,KMRB,39.4,-77.98,165
3998,KMPO,41.13,-75.38,576
3999,KMOD,37.62,-120.95,25
4000,KMNN,40.62,-83.07,301
4001,KMMK,41.52,-72.83,30
4002,KMLU,32.52,-92.03,22
4003,KMLS,46.43,-105.88,800
4004,KMLC,34.88,-95.78,231
4005,KMLB,28.1,-80.65,7
4006,KMKO,35.65,-95.37,184
4007,KMKL,35.6,-88.92,130
4008,KMIW,42.12,-92.92,296
4009,KMIE,40.23,-85.4,286
4010,KMIC,45.07,-93.35,263
4011,KMIA,25.8,-80.32,1
4012,KMHT,42.93,-71.43,68
4013,KMHE,43.77,-98.03,397
4014,KMGY,39.6,-84.23,290
4015,KMGW,39.65,-79.92,375
4016,KMGM,32.3,-86.4,64
4017,KMFR,42.38,-122.87,397
4018,KMFE,26.18,-98.25,29
4019,KMER,37.38,-120.57,58
4020,KMDW,41.78,-87.75,186
4021,KMCW,43.15,-93.33,363
4022,KMCO,28.42,-81.33,27
4023,KMCN,32.68,-83.65,104
4024,KMCK,40.2,-100.58,780
4025,KMCI,39.3,-94.73,308
4026,KMCE,37.28,-120.5,49
4027,KMBS,43.53,-84.08,201
4028,KMAI,30.83,-85.18,33
4029,KMAF,31.95,-102.2,874
4030,KLXV,39.23,-106.32,3027
4031,KLXT,38.97,-94.37,306
4032,KLWV,38.77,-87.6,128
4033,KLWD,40.63,-93.9,345
4034,KLVS,35.65,-105.13,2095
4035,KLVM,45.7,-110.43,1418
4036,KLVK,37.7,-121.82,120
4037,KLVJ,29.52,-95.25,11
4038,KLUK,39.1,-84.42,144
4039,KLSE,43.88,-91.25,198
4040,KLPR,41.35,-82.18,241
4041,KLOZ,37.08,-84.07,361
4042,KLOU,38.22,-85.67,165
4043,KLOL,40.07,-118.57,1191
4044,KLNS,40.12,-76.3,122
4045,KLMT,42.15,-121.72,1246
4046,KLLQ,33.63,-91.75,86
4047,KLKV,42.17,-120.4,1440
4048,KLIT,34.73,-92.23,77
4049,KLHX,38.05,-103.52,1289
4050,KLHQ,39.75,-82.67,259
4051,KLGB,33.82,-118.15,10
4052,KLFT,30.2,-91.97,9
4053,KLFK,31.23,-94.75,87
4054,KLEE,28.82,-81.82,21
4055,KLEB,43.63,-72.3,169
4056,KLCH,30.13,-93.22,2
4057,KLBX,29.12,-95.47,4
4058,KLBF,41.12,-100.67,843
4059,KLBB,33.67,-101.82,996
4060,KLAX,33.93,-118.38,30
4061,KLAW,34.55,-98.42,328
4062,KLAR,41.32,-105.67,2217
4063,KLAN,42.78,-84.58,261
4064,KLAA,38.07,-102.68,1129
4065,KJLN,37.15,-94.5,297
4066,KJKL,37.6,-83.32,414
4067,KJEF,38.6,-92.15,167
4068,KJBR,35.83,-90.65,79
4069,KIXD,38.82,-94.88,322
4070,KIWI,43.97,-69.72,16
4071,KITR,39.23,-102.28,1285
4072,KIPL,32.83,-115.58,-16
4073,KINK,31.78,-103.2,857
4074,KIML,40.52,-101.62,997
4075,KILM,34.27,-77.9,9
4076,KIFP,35.15,-114.57,210
4077,KIDA,43.52,-112.07,1444
4078,KICT,37.65,-97.43,428
4079,KICR,43.38,-99.85,618
4080,KIAH,30,-95.37,27
4081,KIAG,43.12,-78.93,179
4082,KHZY,41.78,-80.7,279
4083,KHYR,46.02,-91.45,369
4084,KHWO,26,-80.23,2
4085,KHVN,41.27,-72.88,4
4086,KHUF,39.45,-87.32,174
4087,KHTL,44.35,-84.67,350
4088,KHSV,34.65,-86.78,190
4089,KHSI,40.6,-98.43,592
4090,KHRO,36.27,-93.15,417
4091,KHRI,45.83,-119.27,194
4092,KHOU,29.63,-95.28,13
4093,KHOT,34.48,-93.1,153
4094,KHLG,40.17,-80.65,365
4095,KHLC,39.37,-99.83,667
4096,KHKY,35.75,-81.38,357
4097,KHKS,32.33,-90.22,103
4098,KHKA,35.93,-89.83,78
4099,KHJO,36.32,-119.62,73
4100,KHIO,45.55,-122.95,62
4101,KHIB,47.38,-92.83,409
4102,KHHR,33.92,-118.33,21
4103,KHGR,39.7,-77.73,206
4104,KHFD,41.73,-72.65,3
4105,KHEI,46.02,-102.65,824
4106,KHBR,34.98,-99.05,475
4107,KHBG,31.27,-89.25,45
4108,KHAO,39.37,-84.52,185
4109,KGZH,31.42,-87.05,77
4110,KGWO,33.5,-90.08,42
4111,KGVL,34.27,-83.83,387
4112,KGUP,35.52,-108.8,1972
4113,KGSP,34.9,-82.22,285
4114,KGSH,41.53,-85.78,252
4115,KGRR,42.88,-85.52,239
4116,KGRI,40.97,-98.32,562
4117,KGRB,44.48,-88.13,209
4118,KGPT,30.42,-89.08,5
4119,KGOK,35.85,-97.4,326
4120,KGNV,29.7,-82.28,41
4121,KGMU,34.85,-82.35,309
4122,KGLH,33.47,-90.98,40
4123,KGLD,39.37,-101.7,1111
4124,KGKY,32.67,-97.1,189
4125,KGKJ,41.63,-80.22,428
4126,KGJT,39.13,-108.53,1475
4127,KGIF,28.07,-81.75,44
4128,KGGW,48.22,-106.62,698
4129,KGGG,32.38,-94.72,107
4130,KGFL,43.33,-73.62,99
4131,KGFK,47.95,-97.18,256
4132,KGEZ,39.58,-85.8,245
4133,KGEY,44.52,-108.08,1191
4134,KGEG,47.62,-117.53,718
4135,KGCC,44.33,-105.55,1328
4136,KGAG,36.3,-99.77,670
4137,KFYV,36.02,-94.17,377
4138,KFXE,26.2,-80.18,3
4139,KFWN,41.2,-74.63,129
4140,KFVE,47.28,-68.3,299
4141,KFUL,33.87,-117.98,23
4142,KFTY,33.78,-84.52,245
4143,KFTW,32.83,-97.37,213
4144,KFST,30.92,-102.92,917
4145,KFSM,35.33,-94.37,136
4146,KFRG,40.73,-73.42,23
4147,KFPR,27.5,-80.38,7
4148,KFOK,40.85,-72.62,13
4149,KFOE,38.93,-95.65,315
4150,KFNT,42.97,-83.75,235
4151,KFNB,40.07,-95.58,301
4152,KFMY,26.58,-81.87,4
4153,KFMN,36.75,-108.23,1677
4154,KFLO,34.18,-79.73,43
4155,KFLL,26.07,-80.15,1
4156,KFLD,43.77,-88.48,242
4157,KFFT,38.18,-84.9,235
4158,KFFC,33.35,-84.57,242
4159,KFDY,41.02,-83.67,247
4160,KFDR,34.35,-98.98,378
4161,KFCM,44.83,-93.47,276
4162,KFAY,34.98,-78.88,57
4163,KFAT,36.78,-119.72,102
4164,KFAR,46.9,-96.82,276
4165,KEYW,24.55,-81.75,1
4166,KEYE,39.83,-86.3,248
4167,KEWB,41.68,-70.95,22
4168,KESF,31.4,-92.28,27
4169,KEQY,35.02,-80.62,205
4170,KEPH,47.3,-119.52,382
4171,KENW,42.6,-87.93,222
4172,KEMP,38.33,-96.2,366
4173,KELY,39.3,-114.85,1906
4174,KELN,47.03,-120.53,532
4175,KELM,42.15,-76.9,287
4176,KELD,33.22,-92.82,76
4177,KEET,33.18,-86.78,172
4178,KEEO,40.05,-107.88,1957
4179,KECP,30.35,-85.8,17
4180,KDXR,41.37,-73.48,138
4181,KDWH,30.07,-95.55,46
4182,KDVT,33.68,-112.07,454
4183,KDTW,42.23,-83.33,192
4184,KDTO,33.2,-97.2,199
4185,KDTN,32.55,-93.75,53
4186,KDRT,29.37,-100.92,303
4187,KDRO,37.15,-107.77,2021
4188,KDRA,36.62,-116.03,988
4189,KDNL,33.47,-82.03,126
4190,KDMO,38.72,-93.17,271
4191,KDMN,32.27,-107.72,1310
4192,KDLS,45.62,-121.17,71
4193,KDLN,45.25,-112.55,1586
4194,KDKK,42.5,-79.28,205
4195,KDHT,36.02,-102.55,1217
4196,KDHN,31.32,-85.45,113
4197,KDGW,42.8,-105.38,1503
4198,KDFW,32.9,-97.02,168
4199,KDFI,41.33,-84.43,215
4200,KDET,42.4,-83.02,190
4201,KDEQ,34.05,-94.4,107
4202,KDCU,34.65,-86.95,180
4203,KDBQ,42.4,-90.7,317
4204,KDAN,36.57,-79.33,170
4205,KDAL,32.85,-96.85,148
4206,KDAB,29.18,-81.07,8
4207,KCYS,41.15,-104.8,1868
4208,KCXO,30.35,-95.42,69
4209,KCWF,30.22,-93.15,4
4210,KCUT,43.73,-103.62,1700
4211,KCUB,33.97,-81,55
4212,KCSV,35.95,-85.08,569
4213,KCSM,35.35,-99.2,586
4214,KCRS,32.03,-96.4,136
4215,KCRQ,33.13,-117.28,96
4216,KCRG,30.33,-81.52,12
4217,KCRE,33.82,-78.72,9
4218,KCQC,35,-105.67,2163
4219,KCPS,38.53,-90.15,125
4220,KCPR,42.9,-106.47,1623
4221,KCOT,28.45,-99.22,144
4222,KCNY,38.77,-109.75,1392
4223,KCNO,33.98,-117.62,191
4224,KCNM,32.33,-104.25,993
4225,KCMX,47.17,-88.48,326
4226,KCMI,40.03,-88.27,227
4227,KCLM,48.12,-123.5,81
4228,KCLL,30.58,-96.37,96
4229,KCKB,39.3,-80.22,368
4230,KCHO,38.13,-78.45,193
4231,KCHA,35.03,-85.2,203
4232,KCGI,37.23,-89.58,103
4233,KCEZ,37.3,-108.63,1801
4234,KCEW,30.78,-86.52,47
4235,KCDW,40.88,-74.28,52
4236,KCDS,34.43,-100.28,595
4237,KCDR,42.83,-103.1,1002
4238,KCDC,37.7,-113.1,1703
4239,KCCR,38,-122.05,6
4240,KCAG,40.5,-107.52,1888
4241,KBYG,44.38,-106.72,1503
4242,KBWG,36.97,-86.42,159
4243,KBVY,42.58,-70.92,28
4244,KBVO,36.77,-96.02,210
4245,KBTR,30.53,-91.15,20
4246,KBTL,42.32,-85.25,282
4247,KBRL,40.77,-91.13,208
4248,KBPT,29.95,-94.03,6
4249,KBPK,36.37,-92.47,279
4250,KBNO,43.6,-118.95,1263
4251,KBNA,36.12,-86.68,168
4252,KBMG,39.15,-86.62,254
4253,KBLI,48.8,-122.53,46
4254,KBKV,28.47,-82.45,21
4255,KBKL,41.53,-81.67,177
4256,KBKE,44.85,-117.82,1025
4257,KBJC,39.9,-105.1,1694
4258,KBIV,42.75,-86.1,207
4259,KBIL,45.8,-108.55,1089
4260,KBHM,33.57,-86.75,191
4261,KBGR,44.8,-68.82,45
4262,KBGM,42.22,-75.98,485
4263,KBFM,30.62,-88.07,7
4264,KBFI,47.55,-122.32,7
4265,KBFF,41.87,-103.6,1204
4266,KBFD,41.8,-78.63,642
4267,KBDE,48.73,-94.62,330
4268,KBCT,26.38,-80.1,3
4269,KBCE,37.7,-112.15,2311
4270,KBBW,41.43,-99.63,771
4271,KBAF,42.17,-72.72,80
4272,KAXN,45.87,-95.4,433
4273,KAWM,35.13,-90.23,64
4274,KAUS,30.18,-97.68,148
4275,KAUO,32.62,-85.43,231
4276,KAUG,44.32,-69.8,107
4277,KATY,44.9,-97.15,531
4278,KASX,46.55,-90.92,249
4279,KASE,39.23,-106.87,2384
4280,KASD,30.35,-89.82,8
4281,KARB,42.22,-83.73,251
4282,KARA,30.03,-91.88,5
4283,KAPF,26.15,-81.77,2
4284,KAPA,39.57,-104.85,1791
4285,KAOO,40.3,-78.32,450
4286,KAOH,40.7,-84.02,294
4287,KANB,33.58,-85.85,187
4288,KAMW,41.98,-93.62,282
4289,KAMG,31.53,-82.5,61
4290,KAMA,35.22,-101.72,1102
4291,KALW,46.1,-118.28,355
4292,KALI,27.73,-98.02,52
4293,KAIA,42.05,-102.8,1198
4294,KAGS,33.37,-81.97,40
4295,KAGC,40.35,-79.92,380
4296,KAFW,32.97,-97.32,208
4297,KAEX,31.33,-92.57,25
4298,KADG,41.87,-84.08,244
4299,KACV,40.98,-124.1,63
4300,KACK,41.25,-70.07,12
4301,KABY,31.53,-84.2,60
4302,KABR,45.45,-98.42,397
4303,KAAF,29.73,-85.03,5
4304,PATA,65.17,-152.1,62
4305,PABA,70.13,-143.58,1
4306,KVTN,42.87,-100.55,790
4307,KTRM,33.63,-116.17,-39
4308,KTOL,41.58,-83.8,206
4309,KTOA,33.8,-118.33,30
4310,KTAN,41.88,-71.02,8
4311,KSUX,42.38,-96.38,332
4312,KSPS,33.98,-98.5,310
4313,KSPI,39.85,-89.68,179
4314,KSGF,37.23,-93.38,387
4315,KREO,42.58,-117.87,1237
4316,KRAP,44.05,-103.05,965
4317,KPYM,41.92,-70.73,42
4318,KPWK,42.12,-87.9,194
4319,KPPF,37.33,-95.5,265
4320,KORE,42.57,-72.28,165
4321,KOMA,41.32,-95.9,299
4322,KOKC,35.38,-97.6,391
4323,KOKB,33.22,-117.35,7
4324,KNZY,32.7,-117.22,4
4325,KNRB,30.38,-81.42,4
4326,KNHK,38.28,-76.4,5
4327,KNFW,32.78,-97.43,188
4328,KN60,47.65,-101.43,582
4329,KMWH,47.2,-119.32,355
4330,KMLI,41.45,-90.52,174
4331,KMLF,38.42,-113.02,1537
4332,KMKE,42.95,-87.9,203
4333,KMHK,39.13,-96.68,320
4334,KMFD,40.82,-82.52,394
4335,KMDH,37.78,-89.25,122
4336,KMBG,45.55,-100.42,515
4337,KLWC,39.02,-95.22,252
4338,KIOW,41.63,-91.55,199
4339,KIJD,41.75,-72.18,73
4340,KIEN,43.03,-102.52,1002
4341,KIAD,38.93,-77.45,90
4342,KHUT,38.07,-97.87,464
4343,KHRL,26.23,-97.65,9
4344,KHIE,44.37,-71.55,321
4345,KGLS,29.27,-94.87,2
4346,KFIT,42.55,-71.75,102
4347,KEST,43.4,-94.75,401
4348,KDVN,41.62,-90.58,227
4349,KDPA,41.88,-88.25,228
4350,KDDC,37.77,-99.97,786
4351,KDCA,38.85,-77.03,4
4352,KCVG,39.05,-84.67,264
4353,KCQX,41.68,-70,17
4354,KCNU,37.67,-95.48,301
4355,KCLT,35.22,-80.95,223
4356,KCKV,36.62,-87.42,166
4357,KCID,41.88,-91.72,257
4358,KCFV,37.08,-95.57,228
4359,KBML,44.58,-71.18,344
4360,KBLF,37.3,-81.2,871
4361,KBKB,31.02,-92.92,74
4362,KBIS,46.77,-100.75,506
4363,KBDR,41.17,-73.13,5
4364,KBAN,38.35,-119.52,2067
4365,KATL,33.63,-84.45,309
4366,KARR,41.77,-88.48,213
4367,KAQW,42.7,-73.17,196
4368,KALS,37.43,-105.87,2299
4369,KAFN,42.8,-72,308
4370,KABQ,35.05,-106.62,1620
4371,KABI,32.42,-99.68,543
4372,PTKK,7.47,151.85,3
4373,PAMD,59.43,-146.3,20
4374,MUGM,19.9,-75.2,21
4375,MUCM,21.42,-77.85,125
4376,KYNG,41.25,-80.67,356
4377,KXWA,48.27,-103.75,717
4378,KVNY,34.22,-118.48,241
4379,KVCT,28.87,-96.93,33
4380,KUGN,42.42,-87.87,217
4381,KTPL,31.15,-97.4,206
4382,KTEB,40.87,-74.05,3
4383,KSTL,38.75,-90.37,163
4384,KSMX,34.9,-120.45,73
4385,KSMO,34.02,-118.45,56
4386,KSLK,44.4,-74.2,502
4387,KSJT,31.37,-100.5,582
4388,KSDB,34.75,-118.72,1377
4389,KSAT,29.53,-98.48,246
4390,KSAN,32.73,-117.18,3
4391,KSAD,32.85,-109.63,937
4392,KROW,33.3,-104.5,1105
4393,KRDU,35.9,-78.78,121
4394,KPWM,43.65,-70.3,15
4395,KPVD,41.72,-71.43,15
4396,KPIT,40.47,-80.2,339
4397,KPHX,33.43,-112.02,338
4398,KOXR,34.2,-119.2,12
4399,KOXC,41.47,-73.13,211
4400,KORF,36.9,-76.2,5
4401,KORD,41.95,-87.93,202
4402,KOCF,29.17,-82.22,24
4403,KNYC,40.78,-73.97,33
4404,KNBT,35.02,-76.47,5
4405,KMPV,44.2,-72.57,336
4406,KLWB,37.87,-80.4,702
4407,KLGA,40.78,-73.88,9
4408,KJFK,40.63,-73.77,3
4409,KJCT,30.5,-99.77,522
4410,KIGM,35.25,-113.93,1045
4411,KHTS,38.37,-82.55,252
4412,KHSE,35.23,-75.62,4
4413,KGEU,33.53,-112.3,319
4414,KEWR,40.68,-74.17,2
4415,KERI,42.08,-80.18,222
4416,KELP,31.82,-106.35,1205
4417,KEKN,38.88,-79.85,596
4418,KDAW,43.28,-70.92,100
4419,KCSG,32.52,-84.95,120
4420,KCRP,27.77,-97.5,11
4421,KCON,43.2,-71.5,102
4422,KCMH,40,-82.88,257
4423,KCLE,41.42,-81.85,237
4424,KCDJ,39.82,-93.57,234
4425,KCAK,40.92,-81.45,369
4426,KBKW,37.8,-81.12,762
4427,KBHK,46.35,-104.25,904
4428,KBGD,35.7,-101.4,928
4429,KBED,42.47,-71.3,39
4430,KBDL,41.93,-72.68,52
4431,KATT,30.32,-97.77,203
4432,KALB,42.75,-73.8,82
4433,KAHN,33.95,-83.33,241
4434,KACT,31.62,-97.23,150
4435,KABE,40.65,-75.45,117
4436,K6R6,30.05,-102.22,702
4437,TJBQ,18.5,-67.13,69
4438,RKNW,37.33,127.95,152
4439,PKMR,7.08,171.38,7
4440,OOSH,24.38,56.62,35
4441,OOSA,17.03,54.1,20
4442,OOMS,23.58,58.28,8
4443,OOKB,26.17,56.23,30
4444,OODQ,19.52,57.65,116
4445,OOAD,22.5,57.37,327
4446,NZSP,-89.98,179.98,2830
4447,MUVR,23.03,-81.43,65
4448,MUSC,22.5,-79.92,97
4449,MUHG,20.78,-76.32,100
4450,MUHA,22.98,-82.42,61
4451,MUCU,19.97,-75.83,70
4452,MUCL,21.63,-81.55,5
4453,MUCF,22.15,-80.4,35
4454,MUCC,22.47,-78.33,7
4455,MSSS,13.7,-89.12,611
4456,MSSM,13.43,-88.12,92
4457,MSSA,13.97,-89.53,656
4458,MSLU,13.33,-87.88,5
4459,MSLP,13.43,-89.05,25
4460,MMTO,19.35,-99.57,2582
4461,MMPG,28.62,-100.53,224
4462,MMMV,26.95,-101.47,567
4463,MMMD,20.95,-89.65,10
4464,LXGB,36.15,-5.33,5
4465,LTFO,41.18,40.85,5
4466,LTFM,41.27,28.75,99
4467,LTFJ,40.9,29.3,83
4468,LTFH,41.27,36.57,7
4469,LTFG,36.3,32.3,26
4470,LTFE,37.25,27.67,6
4471,LTFD,39.55,27.02,15
4472,LTFC,37.87,30.38,862
4473,LTDA,36.37,36.28,80
4474,LTCW,37.55,44.23,1852
4475,LTCV,37.37,42.07,620
4476,LTCT,39.98,43.87,936
4477,LTCS,37.45,38.9,825
4478,LTCR,37.22,40.63,529
4479,LTCO,39.65,43.03,1657
4480,LTCN,37.53,36.95,505
4481,LTCM,42.02,35.07,7
4482,LTCJ,37.93,41.12,559
4483,LTCI,38.47,43.33,1654
4484,LTCG,41,39.77,28
4485,LTCF,40.57,43.12,1794
4486,LTCE,39.95,41.17,1758
4487,LTCD,39.72,39.52,1146
4488,LTCC,37.88,40.2,676
4489,LTCB,40.97,38.07,5
4490,LTCA,38.6,39.28,887
4491,LTBY,39.82,30.52,788
4492,LTBU,41.13,27.92,165
4493,LTBS,36.7,28.78,2
4494,LTBR,40.25,29.57,233
4495,LTBQ,40.73,30.07,51
4496,LTBJ,38.28,27.15,123
4497,LTBH,40.13,26.42,8
4498,LTBF,39.62,27.92,95
4499,LTBD,37.82,27.88,29
4500,LTBA,40.97,28.82,33
4501,LTAZ,38.77,34.52,944
4502,LTAY,37.78,29.7,851
4503,LTAW,40.3,36.37,561
4504,LTAU,38.77,35.48,1053
4505,LTAR,39.8,36.9,1601
4506,LTAP,40.83,35.52,536
4507,LTAN,37.97,32.55,1029
4508,LTAL,41.32,33.8,1074
4509,LTAJ,36.95,37.48,684
4510,LTAI,36.9,30.8,50
4511,LTAG,37,35.42,62
4512,LTAF,36.98,35.28,19
4513,LTAE,40.07,32.57,836
4514,LTAC,40.12,32.98,952
4515,LOXZ,47.2,14.75,678
4516,LOWW,48.12,16.57,179
4517,LOWS,47.78,13.02,427
4518,LOWL,48.22,14.18,290
4519,LOWK,46.65,14.32,450
4520,LOWI,47.27,11.33,570
4521,LOWG,47,15.43,337
4522,LLER,29.72,35.02,88
4523,LIRZ,43.1,12.5,206
4524,LIRU,41.95,12.5,16
4525,LIRQ,43.8,11.2,33
